BH000001|lhhb|A|USED BOX HATCHING EGGS|BH|USED BOX HATCHING EGGS|W|KG|1.0|425.0|01-50220|O||
SERUM(Z)|lhhb|A|AI-HI+(IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(a)|lhhb|A|(AI+ND)-HI+(ND+IB+IBD) EL|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(b)|lhhb|A|(AI+ND)-HI+(ND+IB) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(c)|lhhb|A|(AI+ND)-HI+(ND+IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(d)|lhhb|A|(AI+ND)-HI+(IB+IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(e)|lhhb|A|(AI+ND)-HI+(ND) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(f)|lhhb|A|(AI+ND)-HI+(IB) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(g)|lhhb|A|(AI+ND)-HI+(IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(h)|lhhb|A|(AI+ND)-HI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(i)|lhhb|A|(AI+ND)-HI+(AI+ND+IB+IBD)|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(j)|lhhb|A|(AI+ND)-HI+(AI+ND+IB) ELI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(k)|lhhb|A|(AI+ND)-HI+(AI+ND+IBD) EL|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(l)|lhhb|A|(AI+ND)-HI+(AI+IB+IBD) EL|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(m)|lhhb|A|(AI+ND)-HI+(AI+ND) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(n)|lhhb|A|(AI+ND)-HI+(AI+IB) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(o)|lhhb|A|(AI+ND)-HI+(IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(p)|lhhb|A|(AI)-HI + (AI) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(q)|lhhb|A|(AI)-HI+(AI+ND+IB) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(r)|lhhb|A|(AI)-HI+(AI+ND+IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(s)|lhhb|A|(AI)-HI+(AI+IB+IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(t)|lhhb|A|(AI)-HI+(AI+ND) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(u)|lhhb|A|(AI)-HI+(AI+IB) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(v)|lhhb|A|(AI)-HI+(AI+IBD) ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(w)|lhhb|A|ALV-J (AVIAN LEUKOSIS VIR|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(x)|lhhb|A|CAV (CHIKEN ANEMIA VIRUS)|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(y)|lhhb|A|REO VIRUS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SERUM(z)|lhhb|A|LEUCOTIZOON|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SLMT|lhhb|A|SALMONELLA TEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMDG|lhhb|A|SEL. MEDIA DRAG SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMDS|lhhb|A|SEL. MEDIA DIS EGGS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMET|lhhb|A|SEL. MEDIA EGG TRAY|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMFC|lhhb|A|SEL. MEDIA FEACES|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMFD|lhhb|A|SEL. MEDIA FEED|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMFF|lhhb|A|SEL. MEDIA FLUFF|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMFM|lhhb|A|SEL. MEDIA FISH MEAL|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMHE|lhhb|A|SEL. MEDIA HATCHING EGGS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMIN|lhhb|A|SEL. MEDIA INTESTINE|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMLP|lhhb|A|SEL. MEDIA LINE PIPER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMLV|lhhb|A|SEL. MEDIA LIVER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMLY|lhhb|A|SEL. MEDIA LIVER/YSAC|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMNS|lhhb|A|SEL. MEDIA ABUK NEST|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMOG|lhhb|A|SEL. MEDIA ORGAN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMPH|lhhb|A|SEL. MEDIA POOLED SHELL|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMPO|lhhb|A|SEL. MEDIA POOLED ORGAN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMPS|lhhb|A|SEL. MEDIA POOLED EGGS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMSB|lhhb|A|SEL. MEDIA SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMWS|lhhb|A|SEL. MEDIA WOOD SHAVING|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMWT|lhhb|A|SEL. MEDIA WATER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SMYS|lhhb|A|SEL. MEDIA YOLK SAC|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SRUM|lhhb|A|SERUM|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SW-DRK|lhhb|A|DRINKER SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SW-FAN|lhhb|A|FAN SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SW-FDTH|lhhb|A|FEED THROUGHT SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SW-FLOOR|lhhb|A|FLOOR SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SW-PAN|lhhb|A|PAN FEEDING SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SW-SLAT|lhhb|A|SLAT SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SW-TROLL|lhhb|A|TROLLY SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SW-WALL|lhhb|A|WALL SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SWAB|lhhb|A|SWAB|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SWBV|lhhb|A|SWAB-BALIVET|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
WDSH|lhhb|A|WOOD SHAVING|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
WTER|lhhb|A|WATER|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
YSAC|lhhb|A|YOLK SAC|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
AFLA|lhhb|A|AFLATOXIN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
AI|lhhb|A|AI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
AI-HI|lhhb|A|AI-HI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ALV-J|lhhb|A|ALV-J|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
FAX|lhhb|A|BIAYA FAX|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
COPYP|lhhb|A|COPY PREPARAT|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
HISTOP|lhhb|A|HISTOPHAT|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
IB-EL|lhhb|A|IB-ELISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
IBV|lhhb|A|IBV|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ISO-AI|lhhb|A|ASOLASI AI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ISO-B|lhhb|A|ASOLASI BAKTERI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
JASA|lhhb|A|JASA ANALISA|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
ND-HI|lhhb|A|ND-HI|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
NDV|lhhb|A|NDV|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
NDV-IBD|lhhb|A|NDV+IBD|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
NDV-IBV|lhhb|A|NDV+IBV|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
NDV-IBVB|lhhb|A|NDV+IBV+IBD|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
OCRA|lhhb|A|OCRATOXIN|SPE|SPECIMENS|Q|UNIT|1.0|184000.0|01-50105|O|Y|
PREPU|lhhb|A|PREPARAT ULAS|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
PROXM|lhhb|A|PROXIMAT|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
SNREO|lhhb|A|SN REO|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
T2-TOXIN|lhhb|A|T2 TOXIN|SPE|SPECIMENS|Q|UNIT|1.0|0.0|01-50105|O|Y|
MIMACK30|lhhb|A|CYPER KILLER 25 WP @ 30 G|MD1|DRUG|W|PAK|1.0|38720.0|01-50101|O|Y|
MSHSNI50|lhhb|A|NOBILLIS INFLUENZA H5 @ 500 ML|MD2|VACCINE|W|BTL|1.0|379335.0|01-50101|O|Y|
MMCDU500|lhhb|A|DURSBAN @ 1/2 LTR|MD3|DISINFECTANT|W|KLG|1.0|42000.0|01-50101|O|Y|
MROSNVIL|lhhb|A|SONOVIL @ 1 KG|MD1|DRUG|W|BKS|1.0|620000.0|01-50101|O|Y|
MPLEM001|lhhb|A|EMULGATOR|MD3|DISINFECTANT|W|LTR|1.0|85250.0|01-50101|O|Y|
B0005-18|OFF|A|BOLA LAMPU TL 18 W PHILIP|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
B0033-LS|OFF|A|BUBUT LAS STANDARD|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
B0037-5|OFF|A|BESI BETAON 5 MM|OT1|OTHER|Q|BATA|1.0|0.0|01-50101|O|0|
C000-B1M|OFF|A|CAT BEE BRAND  MERAH @ 1|OT1|OTHER|Q|KALE|1.0|0.0|01-50101|O|0|
C0054-12|OFF|A|COLLER BOX MARINA 12 LTR|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
H0009-10|OFF|A|HAND TAPE 10 X 1,25|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
K0017-43|OFF|A|KAYU 4 X 3  X 16|OT1|OTHER|Q|BATA|1.0|0.0|01-50101|O|0|
K0018-25|OFF|A|KUAS 2 1/2"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0065-05|OFF|A|KAWAT LICIN 0.5 MM|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
K0065-4|OFF|A|KAWAT LICIN 4 MILI|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
K0074-MB|OFF|A|KEPALA MATA BOR 10 M/M|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
L0011-05|OFF|A|LAHAR 6205|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
MK-001|OFF|A|KALII CHLORIDE @ 1 KG|MD1|DRUG|Q|BOTO|1.0|60000.0|01-50101|O|Y|
S0006-31|OFF|A|SOKET 3/4" X 1/2"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0019-18|OFF|A|STARTER LAMPU TL 18 W @ 2|OT1|OTHER|Q|KOTA|1.0|0.0|01-50101|O|0|
S0040-12|OFF|A|SOK TEE 1" X 1/2"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0040-2|OFF|A|SOK TEE 2"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
S0061-2K|OFF|A|STOP KRAN KITZ 2"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
T0003-A|OFF|A|TANG AMPER KYORITSU 2608|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
T0042-T7|OFF|A|TERPAL MOBIL 7 M X 5 M|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
T0046-8|OFF|A|TRECKER 2 KAKI 8"|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
MSHSW100|mis|A|WIDECILLIN FINE GRANULES|MD1|DRUG|Q|BKS|1.0|0.0|01-50101|O|Y|
MBAFM005|mis|A|FORMALIN @ 5 LTR|MD3|DISINFECTANT|Q|JRG|1.0|0.0|01-50101|O|Y|
MBAVC001|mis|A|VITAMIN C @ 1 KG|MD1|DRUG|Q|PACK|1.0|0.0|01-50101|O|Y|
MPCBU001|lhhb|A|BURSAVAC @ 1000 DS|MD2|VACCINE|W|VIAL|1.0|68000.0|01-50101|O|Y|
MBKA1GB4|lhhb|A|AGITA 1 GB @ 400 GRAM|MD1|DRUG|W|BTL|1.0|225000.0|01-50101|O|Y|
MKFTH001|lhhb|A|TH4 @ 1 LTR|MD3|DISINFECTANT|W|BTL|1.0|181500.0|01-50101|O|Y|
D0029-G5|OFF|A|DISPUSHER GRUNDFOS JDF 5|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
I0004-G5|OFF|A|IMPELER GRUNDFOS JDF 5|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0005-36|OFF|A|KUNCI MONYET NO 36|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
K0006-12|OFF|A|KUNCI INGGRIS MERK BULLOC|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
L0011-02|OFF|A|LAHAR NKN 6002|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
L0011-20|OFF|A|LAHAR NKN 6202|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
L0011-F2|OFF|A|LAHAR FAG 6205|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
N0004-TM|OFF|A|NEPLE +  MUR TMAO MEDION|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0033-W3|OFF|A|PISTON WALTER 318|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
S0029-G5|OFF|A|SEAL GRUNDFOS JDF 5|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
MRMDVE50|ATI|D|VITAMIN E 50% FEED GRADE|MD1|DRUG|Q|KG|1.0|73000.0|01-50101|O|Y|
T-ET3ML|ATI|A|TABUNG EDTA 3ML(K3E EDTA|SPE|SPECIMEN|Q|DUS|1.0|180000.0|01-50106|O|Y|
TS-O50|ATI|A|TRANSPORT SWAB MERK.OXOID|SPE|SPECIMEN|Q|PACK|1.0|431062.0|01-50106|O|Y|
TUBE|ATI|A|TUBE|SPE|SPECIMEN|Q|BUAH|1.0|200.0|01-50106|O|Y|
AFD-AI|ATI|A|AVFLUADIP (FLU DETECT AI)|SPE|SPECIMEN|Q|PACK|1.0|220.0|01-50106|O|Y|
A2023H|ATI|A|ADAPTER 2023 FOR 0.5/0.8|MED||W|SET|1.0|100.0|01-50101|O|0|
AM1112|ATI|A|ANGLE ROTOR 1112 HETTICH|MED||W|BUAH|1.0|315.0|01-50101|O|0|
AR1416H|ATI|A|ANGLE ROTOR 1416 HETTICH|MED||W|BUAH|1.0|778.0|01-50101|O|0|
BPHM-510|ATI|A|BENCH PH METER EUTECH MOD|MED||W|UNIT|1.0|430.0|01-50101|O|0|
CC8500FG|ATI|A|COLONY COUNTER TYPE.8500|MED||W|UNIT|1.0|834.0|01-50101|O|0|
CEBA21H|ATI|A|CENTRIFUGE TYPE.EBA 21 HE|MED||W|UNIT|1.0|2594.0|01-50101|O|0|
F-650NM|ATI|A|FILTER FOR 650 NM|MED||W|BUAH|1.0|463.0|01-50101|O|0|
HAOULMGM|ATI|A|HOT AIR OVEN TYPE.ULM 500|MED||W|UNIT|1.0|1760.0|01-50101|O|0|
HPMS3001|ATI|A|HOT PLATE WITH MAGNETIC S|MED||W|UNIT|1.0|523.0|01-50101|O|0|
IBE400-M|ATI|A|INCUBATOR TYPE.BE400 MEMM|MED||W|UNIT|1.0|1232.0|01-50101|O|0|
IBE500-M|ATI|A|INCUBATOR TYPE BE500 MEMM|MED||W|UNIT|1.0|1705.0|01-50101|O|0|
LAUV04ES|ATI|A|LAMINAR AIRFLOW WITH UV L|MED||W|UNIT|1.0|3826.0|01-50101|O|0|
MOJ-CH20|ATI|A|MICROSCOPE OLYMPUS MODEL.|MED||W|UNIT|1.0|8385000.0|01-50101|O|N|
MR-ELX80|ATI|A|MICROPLATE READER TYPE.EL|MED||W|UNIT|1.0|9976.0|01-50101|O|N|
MSC-PU10|ATI|A|MICROPIPETTE TYPE.PU-10 S|MED||W|BUAH|1.0|213.0|01-50101|O|N|
MSC-PU50|ATI|A|MICROPIPETTE TYPE.PU-50 S|MED||W|BUAH|1.0|213.0|01-50101|O|N|
MSCPU100|ATI|A|MICROPIPETTE TYPE.PU-100|MED||W|BUAH|1.0|213.0|01-50101|O|N|
MSCPU200|ATI|A|MICROPIPETTE TYPE.PU-200|MED||W|BUAH|1.0|213.0|01-50101|O|N|
MSPU1000|ATI|A|MICROPIPETTE TYPE.PU-1000|MED||W|BUAH|1.0|213.0|01-50101|O|N|
MSPU5000|ATI|A|MICROPIPETTE TYPE.PU-5000|MED||W|BUAH|1.0|213.0|01-50101|O|N|
MT2078H|ATI|A|MICROTUBE 2078 MICROTUBE|MED||W|SET|1.0|183.0|01-50101|O|N|
MWEL4010|ATI|A|MICROPLATE WASHER TYPE.EL|MED||W|BUAH|1.0|2881.0|01-50101|O|N|
S400PIF|ATI|A|STOMACHER TYPE.400P INTER|MED||W|SET|1.0|3335.0|01-50101|O|0|
T0540H|ATI|A|TUBE 0540 1.5 ML|MED||W|BUAH|1.0|1.0|01-50101|O|0|
TLBXT320|ATI|A|TOP LOADING BALANCE XT 32|MED||W|UNIT|1.0|1667.0|01-50101|O|0|
WB14SCM|ATI|A|WATER BATH TYPE.WB 14S/C|MED||W|UNIT|1.0|760.0|01-50101|O|0|
WB29SCM|ATI|A|WATER BATH TYPE.29 S/C CA|MED||W|UNIT|1.0|1055.0|01-50101|O|0|
WSST2004|ATI|A|WATER STILL WITH STORAGE|MED||W|UNIT|1.0|2279.0|01-50101|O|0|
STPT|ATI|A|SWABS TANGKAI PLASTIK TUB|MED||W|BUAH|1.0|2500.0|01-50101|O|0|
ST-SWAB|ATI|A|STERILE SWAB @ 100 BH|MED||W|PACK|1.0|40000.0|01-50101|O|Y|
K-STSWAB|ATI|A|STERIL SWAB @ 50 PCS|MED||W|PACK|1.0|431063.0|01-50101|O|Y|
MMETY001|ATI|A|TYLOMAS @ 1 KG|MD1|DRUG|W|KG|1.0|220000.0|01-50101|O|Y|
MMEH9601|lhhb|A|HIPRAGUMBORO CH80+96|MD1|DRUG|W|VIAL|1.0|56600.0|01-50101|O|Y|
MEKAOPT5|lhhb|A|OPTICIDE @ 5 LTR|MD3|DISINFECTANT|W|DRG|1.0|235000.0|01-50101|O|Y|
MMETY250|ATI|A|TYLOMAS @ 250 GRAM|MD1|DRUG|W|PACK|1.0|55000.0|01-50101|O|Y|
A0013-75|OFF|A|AIR CLEANER TS 105 / 75|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
B0066-S|OFF|A|BLOK SILINDER SC 45|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
C0023-31|OFF|A|KAPASITOR 31 UF|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
C0036-75|OFF|A|CYLINER ONLY TF 75|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
C0075-TF|OFF|A|C.P.M (1.00) TF 75|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
F0015-TF|OFF|A|FUEL STR ASSY TF 75|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
G0023-75|OFF|A|GASKET SET TF 75|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
K004-ST|OFF|A|KAIN KLOS TANAKA|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
K0065-2|OFF|A|KAWAT LICIN 2"|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
K0065-3|OFF|A|KAWAT LICIN 3"|OT1|OTHER|Q|KG|1.0|0.0|01-50101|O|0|
K0089-22|OFF|A|KAYU KELAPA 2 X 2|OT1|OTHER|Q|BATA|1.0|0.0|01-50101|O|0|
K0089-24|OFF|A|KAYU KELAPA 2 X 4|OT1|OTHER|Q|BATA|1.0|0.0|01-50101|O|0|
L0010-2|OFF|A|LEMARI PAKAIAN 2 PINTU|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
O0010-C|OFF|A|OLI SEAL COMPRESOR|OT1|OTHER|Q|PSG|1.0|0.0|01-50101|O|0|
P0020-TL|OFF|A|PACKING TBA COMPRESOR|OT1|OTHER|Q|LEMB|1.0|0.0|01-50101|O|0|
P0033-C|OFF|A|PISTON + RING COMPRESOR|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
P0033-P7|OFF|A|PISTON W/RING TF 75|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
P0034-PM|OFF|A|PER MIMIS SACOREX 0,5 ML|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
P0075-TF|OFF|A|PISION PIN  METAL TF 75|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
R0001-6|OFF|A|RACUN API ABC 6 KG|OT1|OTHER|Q|TABU|1.0|0.0|01-50101|O|0|
MMFLS001|lhhb|A|LYSINE @ 1 KG|MD1|DRUG|W|KG|1.0|1.0|01-50101|O|Y|
MBKSN500|lhhb|A|SNIP @500 GR|MD3|DISINFECTANT|W|KLG|1.0|1.0|01-50101|O|Y|
MMECP001|lhhb|A|CIPROMAS @ 1 KG|MD2|VACCINE|W|BKS|1.0|109300.0|01-50101|O|Y|
MINAG400|lhhb|A|AGITA @ 400 GRAM|MD1|DRUG|W|BTL|1.0|350000.0|01-50101|O|Y|
MKBVC001|lhhb|A|VITAMIN C @ 1 KG.|MD1|DRUG|W|PACK|1.0|55000.0|01-50101|O|Y|
MDKKC001|lhhb|A|KAPORIT CAIR.|MD3|DISINFECTANT|W|LTR|1.0|7000.0|01-50101|O|Y|
MKBFM005|lhhb|A|FORMALIN @ 5 LTR.|MD3|DISINFECTANT|Q|JRG|1.0|30000.0|01-50101|O|Y|
MMBAG400|lhhb|A|AGITA @ 400 GRM|MD1|DRUG|Q|KLG|1.0|223045.0|01-50101|O|Y|
M0003-KC|OFF|A|MANTEL HUJAN KUNING ( CEL|OT1|OTHER|Q|SET|1.0|0.0|01-50101|O|0|
M-G001-1|OFF|A|GROFAS 1 KG|MD1|DRUG|Q|PACK|1.0|47250.0|01-50101|O|Y|
M-H011|OFF|A|HIPRAVIAR S @ 1000 DS|MD2|VACCINE|Q|VIAL|1.0|16000.0|01-50101|O|Y|
M-N0021|OFF|A|NEOXIN 100 GR|MD4|VITAMIN & SUPPLEMENT|Q|PACK|1.0|7500.0|01-50101|O|Y|
M-S0015|OFF|A|SUPRALIT PLUS @ 100 GR|MD4|VITAMIN & SUPPLEMENT|Q|PACK|1.0|3750.0|01-50101|O|Y|
O0022-2P|OFF|A|OMRON MK 2 P|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
P0002-V2|OFF|A|PIPA PARALON 2"  MERK VIN|OT1|OTHER|Q|BATA|1.0|0.0|01-50101|O|0|
S0053-C1|OFF|A|SOKAR COMPRESOR 1 HP|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
MAUFM020|lhhb|A|FORMALIN @ 20 LTR|MD3|DISINFECTANT|W|JRG|1.0|174240.0|01-50101|O|Y|
MKAFM200|lhhb|A|FORMALIN 37% @ 200 KG|MD3|DISINFECTANT|W|DRUM|1.0|871200.0|01-50101|O|Y|
GLS|DIAN|A|GLASS SLIDE|OT1|OTHER|Q|BUAH|1.0|15000.0|01-50106|O|Y|
B00012-B|OFF|A|BAUT & MUR 12|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
B0059-CS|OFF|A|BRANKAS MICROCABINET CS09|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
C0001-D2|OFF|A|COMPUTER HP COMPAQ DX2000|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
C0001-IB|OFF|A|COMPUTER IBM X SERIES 236|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
D0086-D5|OFF|A|DATA CATRIDGE DDS5 / 36 G|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
DT001-24|OFF|A|TAPE DRIVE INTERNAL 36/72|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
H00014|OFF|A|HELM PROYEK|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
M0011-TM|OFF|A|MUR NEPPLE TMAO|OT1|OTHER|Q|BUAH|1.0|0.0|01-50101|O|0|
N0006-NT|OFF|A|NAME TAG|OT1|OTHER|Q|BH|1.0|0.0|01-50101|O|0|
PFS001|OFF|A|SEKAM PADI|GA2|ATAL, KAPUR,DLL|Q|GONI|1.0|1600.0|01-50101|O|Y|
